"","label","fillColor","player","birthdate","hometown","latitude","longitude","iframe_url","years","mpg","ppg","fg","rpg","apg","pt3","ft","popup"
"2879","h","#dc592d","Howard Nathan","21-Jan-72","Peoria, IL, USA",40.6936488,-89.5879864,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Howard Nathan+NBA",1,3,2.6,55.6,0,0.4,0,75,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Howard Nathan</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Howard Nathan+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Peoria, IL, USA<br>Years: 1<br>PPG: 2.6<br>MPG: 3<br>FG: 55.6<br>APG: 0.4<br>RPG: 0<br>3PT Percentage: 0<br>FT Percentage: 75</td></tr></table>"
"2880","h","#dc592d","Craig Neal","16-Feb-64","Muncie, IN, USA",40.1933767,-85.3863599,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Craig Neal+NBA",2,9.9,2.5,37.3,0.7,2.5,30.2,60,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Craig Neal</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Craig Neal+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Muncie, IN, USA<br>Years: 2<br>PPG: 2.5<br>MPG: 9.9<br>FG: 37.3<br>APG: 2.5<br>RPG: 0.7<br>3PT Percentage: 30.2<br>FT Percentage: 60</td></tr></table>"
"2881","h","#dc592d","Nick Vanos","13-Apr-63","San Mateo, CA, USA",37.5629917,-122.3245254,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Nick Vanos+NBA",2,12.4,3.3,38.3,3.5,0.9,0,56.1,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Nick Vanos</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Nick Vanos+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: San Mateo, CA, USA<br>Years: 2<br>PPG: 3.3<br>MPG: 12.4<br>FG: 38.3<br>APG: 0.9<br>RPG: 3.5<br>3PT Percentage: 0<br>FT Percentage: 56.1</td></tr></table>"
"2882","h","#dc592d","Ronnie Price","21-Jun-83","Friendswood, TX, USA",29.5293998,-95.2010447,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ronnie Price+NBA",8,11.6,3.5,38.3,1.1,1.4,30,72.7,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ronnie Price</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ronnie Price+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Friendswood, TX, USA<br>Years: 8<br>PPG: 3.5<br>MPG: 11.6<br>FG: 38.3<br>APG: 1.4<br>RPG: 1.1<br>3PT Percentage: 30<br>FT Percentage: 72.7</td></tr></table>"
"2883","h","#dc592d","Jim Hayes","18-Feb-48","Rockville Centre, NY, USA",40.6587138,-73.6212406,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jim Hayes+NBA",1,10.5,3.1,42.2,1,1,NA,77.6,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Jim Hayes</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jim Hayes+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Rockville Centre, NY, USA<br>Years: 1<br>PPG: 3.1<br>MPG: 10.5<br>FG: 42.2<br>APG: 1<br>RPG: 1<br>3PT Percentage: NA<br>FT Percentage: 77.6</td></tr></table>"
"2884","h","#dc592d","Ronnie Valentine","27-Nov-57","Norfolk, VA, USA",36.8507689,-76.2748726,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ronnie Valentine+NBA",1,5.1,3.5,37.8,1.3,0.3,50,47.4,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ronnie Valentine</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ronnie Valentine+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Norfolk, VA, USA<br>Years: 1<br>PPG: 3.5<br>MPG: 5.1<br>FG: 37.8<br>APG: 0.3<br>RPG: 1.3<br>3PT Percentage: 50<br>FT Percentage: 47.4</td></tr></table>"
"2885","h","#dc592d","Richard Coffey","2-Sep-65","Aurora, NC, USA",35.3054469,-76.788543,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Richard Coffey+NBA",1,6.2,1.3,37.3,1.5,0.1,0,54.5,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Richard Coffey</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Richard Coffey+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Aurora, NC, USA<br>Years: 1<br>PPG: 1.3<br>MPG: 6.2<br>FG: 37.3<br>APG: 0.1<br>RPG: 1.5<br>3PT Percentage: 0<br>FT Percentage: 54.5</td></tr></table>"
"2886","h","#dc592d","Curtis Borchardt","13-Sep-80","Buffalo, NY, USA",42.8864468,-78.8673689,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Curtis Borchardt+NBA",2,13.5,3.1,42.1,3.3,0.8,0,74.2,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Curtis Borchardt</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Curtis Borchardt+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Buffalo, NY, USA<br>Years: 2<br>PPG: 3.1<br>MPG: 13.5<br>FG: 42.1<br>APG: 0.8<br>RPG: 3.3<br>3PT Percentage: 0<br>FT Percentage: 74.2</td></tr></table>"
"2887","h","#dc592d","John McCullough","5-Oct-56","Lima, OH, USA",40.742551,-84.1052256,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John McCullough+NBA",1,2.9,2.6,69.2,0.5,0.4,NA,60,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>John McCullough</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John McCullough+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Lima, OH, USA<br>Years: 1<br>PPG: 2.6<br>MPG: 2.9<br>FG: 69.2<br>APG: 0.4<br>RPG: 0.5<br>3PT Percentage: NA<br>FT Percentage: 60</td></tr></table>"
"2888","h","#dc592d","Jim Kissane","17-Aug-46","New Hyde Park, NY, USA",40.7351018,-73.6879082,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jim Kissane+NBA",1,7.5,3,33.3,1.5,0,NA,100,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Jim Kissane</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jim Kissane+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: New Hyde Park, NY, USA<br>Years: 1<br>PPG: 3<br>MPG: 7.5<br>FG: 33.3<br>APG: 0<br>RPG: 1.5<br>3PT Percentage: NA<br>FT Percentage: 100</td></tr></table>"
"2889","h","#dc592d","Mike Dabich","27-Dec-42","Lander, WY, USA",42.833014,-108.7306725,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mike Dabich+NBA",1,4.9,2,66.7,1.3,0.2,NA,44.4,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Mike Dabich</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mike Dabich+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Lander, WY, USA<br>Years: 1<br>PPG: 2<br>MPG: 4.9<br>FG: 66.7<br>APG: 0.2<br>RPG: 1.3<br>3PT Percentage: NA<br>FT Percentage: 44.4</td></tr></table>"
"2890","h","#dc592d","Nolan Smith","25-Jul-88","Louisville, KY, USA",38.2526647,-85.7224557,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Nolan Smith+NBA",2,9.9,3.3,37.1,1,1.2,26,71.4,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Nolan Smith</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Nolan Smith+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Louisville, KY, USA<br>Years: 2<br>PPG: 3.3<br>MPG: 9.9<br>FG: 37.1<br>APG: 1.2<br>RPG: 1<br>3PT Percentage: 26<br>FT Percentage: 71.4</td></tr></table>"
"2891","h","#dc592d","Norm Baker","17-Feb-23","Victoria, Canada",48.4284207,-123.3656444,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Norm Baker+NBA",1,NA,0,0,NA,0,NA,NA,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Norm Baker</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Norm Baker+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Victoria, Canada<br>Years: 1<br>PPG: 0<br>MPG: NA<br>FG: 0<br>APG: 0<br>RPG: NA<br>3PT Percentage: NA<br>FT Percentage: NA</td></tr></table>"
"2892","h","#dc592d","Logan Vander Velden","3-Apr-71","Valders, WI, USA",44.0661044,-87.8842583,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Logan Vander Velden+NBA",1,2.1,0.6,21.4,0.4,0.1,0,75,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Logan Vander Velden</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Logan Vander Velden+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Valders, WI, USA<br>Years: 1<br>PPG: 0.6<br>MPG: 2.1<br>FG: 21.4<br>APG: 0.1<br>RPG: 0.4<br>3PT Percentage: 0<br>FT Percentage: 75</td></tr></table>"
"2893","h","#dc592d","John Pilch","11-Jul-25","Sheridan, WY, USA",44.7971939,-106.9561791,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Pilch+NBA",1,4.6,0.6,10,1,0.2,NA,50,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>John Pilch</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Pilch+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Sheridan, WY, USA<br>Years: 1<br>PPG: 0.6<br>MPG: 4.6<br>FG: 10<br>APG: 0.2<br>RPG: 1<br>3PT Percentage: NA<br>FT Percentage: 50</td></tr></table>"
"2894","h","#dc592d","Norm Richardson","24-Jul-79","Brooklyn, NY, USA",40.65,-73.897,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Norm Richardson+NBA",1,6.1,2.7,38.5,0.7,0.2,50,66.7,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Norm Richardson</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Norm Richardson+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Brooklyn, NY, USA<br>Years: 1<br>PPG: 2.7<br>MPG: 6.1<br>FG: 38.5<br>APG: 0.2<br>RPG: 0.7<br>3PT Percentage: 50<br>FT Percentage: 66.7</td></tr></table>"
"2895","h","#dc592d","John Rudd","7-Aug-55","DeRidder, LA, USA",30.8463055,-93.2890527,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Rudd+NBA",1,12.5,3.2,44.4,2.9,0.6,NA,71,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>John Rudd</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Rudd+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: DeRidder, LA, USA<br>Years: 1<br>PPG: 3.2<br>MPG: 12.5<br>FG: 44.4<br>APG: 0.6<br>RPG: 2.9<br>3PT Percentage: NA<br>FT Percentage: 71</td></tr></table>"
"2896","h","#dc592d","Roy Marble","13-Dec-66","Flint, MI, USA",43.0125274,-83.6865562,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Roy Marble+NBA",2,6.7,1.9,25.7,1.1,0.4,0,59.4,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Roy Marble</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Roy Marble+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Flint, MI, USA<br>Years: 2<br>PPG: 1.9<br>MPG: 6.7<br>FG: 25.7<br>APG: 0.4<br>RPG: 1.1<br>3PT Percentage: 0<br>FT Percentage: 59.4</td></tr></table>"
"2897","h","#dc592d","Norman Black","12-Nov-57","Baltimore, MD, USA",39.2903848,-76.6071893,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Norman Black+NBA",1,9.3,2.7,30,0.7,0.7,NA,25,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Norman Black</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Norman Black+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Baltimore, MD, USA<br>Years: 1<br>PPG: 2.7<br>MPG: 9.3<br>FG: 30<br>APG: 0.7<br>RPG: 0.7<br>3PT Percentage: NA<br>FT Percentage: 25</td></tr></table>"
"2898","h","#dc592d","Ira Bowman","11-Jun-73","Newark, NJ, USA",40.735657,-74.1693667,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ira Bowman+NBA",3,4,0.9,63.6,0.3,0.5,0,50,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ira Bowman</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ira Bowman+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Newark, NJ, USA<br>Years: 3<br>PPG: 0.9<br>MPG: 4<br>FG: 63.6<br>APG: 0.5<br>RPG: 0.3<br>3PT Percentage: 0<br>FT Percentage: 50</td></tr></table>"
"2899","h","#dc592d","Bob Thornton","10-Jul-62","Los Angeles, CA, USA",34.0522342,-118.2036849,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Bob Thornton+NBA",8,12,3,44.4,2.5,0.3,22.2,55.8,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Bob Thornton</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Bob Thornton+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Los Angeles, CA, USA<br>Years: 8<br>PPG: 3<br>MPG: 12<br>FG: 44.4<br>APG: 0.3<br>RPG: 2.5<br>3PT Percentage: 22.2<br>FT Percentage: 55.8</td></tr></table>"
"2900","h","#dc592d","Royal Ivey","20-Dec-81","Harlem, NY, USA",40.8113824,-73.9347994,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Royal Ivey+NBA",9,12.6,3.3,40.7,1.1,1,36.2,70.6,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Royal Ivey</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Royal Ivey+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Harlem, NY, USA<br>Years: 9<br>PPG: 3.3<br>MPG: 12.6<br>FG: 40.7<br>APG: 1<br>RPG: 1.1<br>3PT Percentage: 36.2<br>FT Percentage: 70.6</td></tr></table>"
"2901","h","#dc592d","Ruben Boumtje-Boumtje","20-May-78","Edda, Cameroon",4.959524,8.3314533,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ruben Boumtje-Boumtje+NBA",3,6.3,1,36.8,1.3,0.1,NA,55.6,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ruben Boumtje-Boumtje</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ruben Boumtje-Boumtje+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Edda, Cameroon<br>Years: 3<br>PPG: 1<br>MPG: 6.3<br>FG: 36.8<br>APG: 0.1<br>RPG: 1.3<br>3PT Percentage: NA<br>FT Percentage: 55.6</td></tr></table>"
"2902","h","#dc592d","Ruben Garces","17-Oct-73","Colon, Panama",9.358577,-79.899015,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ruben Garces+NBA",1,5.6,1.2,31.8,2.2,0.4,NA,25,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ruben Garces</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ruben Garces+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Colon, Panama<br>Years: 1<br>PPG: 1.2<br>MPG: 5.6<br>FG: 31.8<br>APG: 0.4<br>RPG: 2.2<br>3PT Percentage: NA<br>FT Percentage: 25</td></tr></table>"
"2903","h","#dc592d","Dale Wilkinson","18-Mar-60","Pocatello, ID, USA",42.8713032,-112.4455344,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Dale Wilkinson+NBA",1,3.8,1.2,25,0.3,0.2,0,85.7,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Dale Wilkinson</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Dale Wilkinson+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Pocatello, ID, USA<br>Years: 1<br>PPG: 1.2<br>MPG: 3.8<br>FG: 25<br>APG: 0.2<br>RPG: 0.3<br>3PT Percentage: 0<br>FT Percentage: 85.7</td></tr></table>"
"2904","h","#dc592d","Dalibor Bagaric","7-Feb-80","Munich, Germany",48.1367203,11.578754,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Dalibor Bagaric+NBA",3,10.2,2.6,36.1,2.5,0.4,0,55.9,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Dalibor Bagaric</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Dalibor Bagaric+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Munich, Germany<br>Years: 3<br>PPG: 2.6<br>MPG: 10.2<br>FG: 36.1<br>APG: 0.4<br>RPG: 2.5<br>3PT Percentage: 0<br>FT Percentage: 55.9</td></tr></table>"
"2905","h","#dc592d","Ruben Wolkowyski","30-Sep-73","Buenos Aries, Argentina",-34.6037232,-58.3805931,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ruben Wolkowyski+NBA",2,8,2,32.5,1.1,0.1,0,68.4,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ruben Wolkowyski</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ruben Wolkowyski+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Buenos Aries, Argentina<br>Years: 2<br>PPG: 2<br>MPG: 8<br>FG: 32.5<br>APG: 0.1<br>RPG: 1.1<br>3PT Percentage: 0<br>FT Percentage: 68.4</td></tr></table>"
"2906","h","#dc592d","John Stroeder","24-Jul-58","Bremerton, WA, USA",47.5673202,-122.6329356,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Stroeder+NBA",2,6.4,1.8,36.9,1.8,0.5,0,66.7,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>John Stroeder</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Stroeder+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Bremerton, WA, USA<br>Years: 2<br>PPG: 1.8<br>MPG: 6.4<br>FG: 36.9<br>APG: 0.5<br>RPG: 1.8<br>3PT Percentage: 0<br>FT Percentage: 66.7</td></tr></table>"
"2907","h","#dc592d","Oliver Robinson","13-Mar-60","Birmingham, AL, USA",33.5206608,-86.78349,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Oliver Robinson+NBA",1,4.2,2.9,36.1,0.5,0.6,9.1,66.7,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Oliver Robinson</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Oliver Robinson+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Birmingham, AL, USA<br>Years: 1<br>PPG: 2.9<br>MPG: 4.2<br>FG: 36.1<br>APG: 0.6<br>RPG: 0.5<br>3PT Percentage: 9.1<br>FT Percentage: 66.7</td></tr></table>"
"2908","h","#dc592d","John Thomas","8-Sep-75","Minneapolis, MN, USA",44.983334,-93.26067,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Thomas+NBA",5,10.8,2.7,50.2,2.1,0.3,0,59.1,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>John Thomas</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Thomas+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Minneapolis, MN, USA<br>Years: 5<br>PPG: 2.7<br>MPG: 10.8<br>FG: 50.2<br>APG: 0.3<br>RPG: 2.1<br>3PT Percentage: 0<br>FT Percentage: 59.1</td></tr></table>"
"2909","h","#dc592d","Ishmael Smith","5-Jul-88","Charlotte, NC, USA",35.2270869,-80.8371267,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ishmael Smith+NBA",3,9.9,2.4,36.6,1.2,1.7,30.4,57.9,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ishmael Smith</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ishmael Smith+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Charlotte, NC, USA<br>Years: 3<br>PPG: 2.4<br>MPG: 9.9<br>FG: 36.6<br>APG: 1.7<br>RPG: 1.2<br>3PT Percentage: 30.4<br>FT Percentage: 57.9</td></tr></table>"
"2910","h","#dc592d","Greg Jackson","2-Aug-52","Brooklyn, NY, USA",40.65,-73.926,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Greg Jackson+NBA",1,16.4,3.7,41.5,1.4,2,NA,58.1,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Greg Jackson</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Greg Jackson+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Brooklyn, NY, USA<br>Years: 1<br>PPG: 3.7<br>MPG: 16.4<br>FG: 41.5<br>APG: 2<br>RPG: 1.4<br>3PT Percentage: NA<br>FT Percentage: 58.1</td></tr></table>"
